Id	Word	Percentage Known	Prevalence	N	Length	Coltheart's N	OLD20	Relative Frequency	Zipf	Relative Contextual Diversity	Logarithm Contextual Diversity
35649	simfonia	0.97	1.86	449	8	0	2.35	3.22	3.51	6096.91	3.79
4651	beat	0.74	0.65	384	4	7	1.25	3.21	3.51	5181.78	3.72
10504	cucut	0.96	1.67	417	5	1	1.90	3.21	3.51	4242.88	3.63
12331	digerir	0.98	2.05	391	7	4	1.75	3.21	3.51	8343.14	3.92
13979	encomanar	0.99	2.27	441	9	1	1.80	3.21	3.51	9567.27	3.98
14275	engreixar	1.00	2.58	443	9	1	1.80	3.21	3.51	8402.56	3.92
16787	exhibir	0.98	1.98	414	7	5	1.65	3.21	3.51	9436.54	3.98
20341	habitant	1.00	2.58	399	8	0	1.85	3.21	3.51	9163.19	3.96
21350	impremta	0.98	2.03	428	8	1	2.55	3.21	3.51	6893.19	3.84
34026	ripollès	0.99	2.09	452	8	1	2.70	3.21	3.51	7428.01	3.87
36918	tanda	0.94	1.48	418	5	12	1.30	3.21	3.51	7998.48	3.90
38646	trinitat	0.99	2.25	417	8	0	2.40	3.21	3.51	6251.41	3.80
39181	urna	0.99	2.20	438	4	8	1.45	3.21	3.51	6703.03	3.83
466	acta	0.99	2.08	433	4	8	1.25	3.20	3.51	7784.55	3.89
13453	embassament	1.00	2.58	456	11	2	2.00	3.20	3.51	5467.01	3.74
18743	funda	0.96	1.68	427	5	10	1.35	3.20	3.51	7855.86	3.90
29775	picor	1.00	2.33	403	5	4	1.70	3.20	3.51	7534.97	3.88
30100	placer	0.29	-0.55	420	6	5	1.50	3.20	3.51	7653.82	3.88
10156	cove	0.82	0.91	425	4	12	1.10	3.19	3.50	5597.75	3.75
12162	devorar	0.97	1.80	416	7	3	1.70	3.19	3.50	8687.80	3.94
12750	doblar	0.91	1.31	420	6	5	1.55	3.19	3.50	8735.34	3.94
20977	humiliar	0.97	1.76	435	8	1	1.80	3.19	3.50	9460.31	3.98
22577	jardineria	1.00	2.44	428	10	0	2.60	3.19	3.50	7178.43	3.86
27525	ofensiu	0.99	2.26	430	7	0	2.35	3.19	3.50	7950.94	3.90
31492	propulsió	0.99	2.33	398	9	1	2.05	3.19	3.50	6108.79	3.79
35042	secretaria	0.98	1.89	451	10	3	1.95	3.19	3.50	7974.71	3.90
1416	alga	0.98	1.94	423	4	12	1.10	3.18	3.50	5276.86	3.72
3388	assimilar	1.00	2.34	418	9	1	1.80	3.18	3.50	9377.12	3.97
3841	avantguarda	0.99	2.24	401	11	0	3.75	3.18	3.50	8509.53	3.93
4242	bandarra	0.99	2.19	428	8	0	2.25	3.18	3.50	8889.84	3.95
5741	brindar	0.97	1.78	423	7	4	1.65	3.18	3.50	8854.19	3.95
23212	linx	0.88	1.17	440	4	3	1.55	3.18	3.50	2579.00	3.41
31624	pruna	1.00	2.58	445	5	2	1.75	3.18	3.50	6096.91	3.79
34310	rotació	1.00	2.58	404	7	3	1.85	3.18	3.50	6833.77	3.84
384	acomiadament	1.00	2.58	422	12	0	2.65	3.17	3.50	7237.85	3.86
10802	davantal	0.96	1.69	439	8	0	2.70	3.17	3.50	7713.24	3.89
12883	donzella	1.00	2.43	396	8	1	2.45	3.17	3.50	5146.12	3.71
14105	endreçat	1.00	2.44	414	8	1	1.80	3.17	3.50	8866.07	3.95
17292	farsa	0.97	1.83	410	5	10	1.45	3.17	3.50	8271.83	3.92
23728	lliurament	0.99	2.25	417	10	1	2.55	3.17	3.50	8473.87	3.93
24163	mainada	0.99	2.14	444	7	0	1.80	3.17	3.50	8129.21	3.91
26626	nap	0.96	1.74	416	3	16	1.00	3.17	3.50	5740.36	3.76
31217	primitiu	1.00	2.44	428	8	0	2.75	3.17	3.50	8568.95	3.93
36441	substitució	1.00	2.33	400	11	0	2.85	3.17	3.50	8961.15	3.95
36566	sultà	0.97	1.86	452	5	3	1.85	3.17	3.50	3018.74	3.48
3314	assabentar	0.99	2.25	417	10	1	1.75	3.16	3.50	9674.24	3.99
3730	austríac	1.00	2.58	392	8	0	2.95	3.16	3.50	6940.73	3.84
7308	carretó	0.99	2.25	413	7	4	1.75	3.16	3.50	6869.42	3.84
8739	colossal	0.95	1.62	419	8	0	2.65	3.16	3.50	7641.93	3.88
9416	consistent	0.99	2.25	406	10	1	2.50	3.16	3.50	9365.23	3.97
11985	despullar	1.00	2.44	426	9	4	1.65	3.16	3.50	8747.22	3.94
14987	esborrany	1.00	2.44	409	9	2	1.85	3.16	3.50	6465.34	3.81
16260	estimulant	1.00	2.44	425	10	0	2.05	3.16	3.50	9400.89	3.97
18155	fondària	1.00	2.34	420	8	0	2.65	3.16	3.50	8010.36	3.90
30574	polsim	0.97	1.79	407	6	3	1.70	3.16	3.50	8129.21	3.91
33444	repercussió	0.99	2.26	427	11	0	3.40	3.16	3.50	9305.81	3.97
38982	ubicació	0.99	2.25	416	8	0	2.55	3.16	3.50	9210.73	3.96
7419	casolà	0.99	2.11	392	6	1	1.95	3.15	3.50	8533.30	3.93
15129	escapatòria	0.99	2.26	425	11	0	3.30	3.15	3.50	9674.24	3.99
19101	garjola	0.99	2.12	413	7	1	1.85	3.15	3.50	8640.26	3.94
20326	gustós	1.00	2.44	421	6	3	1.80	3.15	3.50	9044.34	3.96
20976	humiliant	0.97	1.81	398	9	0	2.15	3.15	3.50	9555.39	3.98
21933	injectar	1.00	2.44	405	8	3	1.70	3.15	3.50	8010.36	3.90
28780	passatge	1.00	2.58	401	8	2	1.85	3.15	3.50	7843.98	3.90
32355	rang	0.96	1.68	432	4	14	1.15	3.15	3.50	7344.81	3.87
33310	remull	1.00	2.34	433	6	2	1.70	3.15	3.50	8414.45	3.93
38970	txeca	0.89	1.21	406	5	1	1.85	3.15	3.50	6085.02	3.78
8140	cisterna	0.99	2.20	438	8	2	2.10	3.14	3.50	6180.10	3.79
10104	costura	0.97	1.88	397	7	3	1.80	3.14	3.50	6168.22	3.79
10828	decadència	1.00	2.44	409	10	0	2.95	3.14	3.50	8937.38	3.95
12573	dispensa	0.94	1.50	431	8	6	1.55	3.14	3.50	9198.85	3.96
16624	evangeli	1.00	2.43	404	8	0	2.85	3.14	3.50	4718.27	3.67
21306	implantar	0.99	2.07	420	9	2	1.70	3.14	3.50	8925.49	3.95
21340	impostor	0.99	2.25	409	8	2	1.75	3.14	3.50	6310.84	3.80
32199	racista	0.99	2.12	414	7	0	1.90	3.14	3.50	6952.62	3.84
37592	teta	0.89	1.23	405	4	27	1.00	3.14	3.50	7012.04	3.85
38326	transversal	0.99	2.25	420	11	0	3.00	3.14	3.50	7879.63	3.90
3164	artèria	1.00	2.58	427	7	2	1.90	3.13	3.50	6667.38	3.82
6106	cabaret	0.99	2.12	410	7	0	1.95	3.13	3.50	5716.60	3.76
6598	campanada	0.99	2.26	437	9	1	1.95	3.13	3.50	3815.03	3.58
7158	cardús	0.82	0.89	428	6	7	1.60	3.13	3.50	1426.18	3.15
13725	empitjorar	1.00	2.34	420	10	1	1.80	3.13	3.50	9579.16	3.98
14313	enlairament	1.00	2.45	443	11	0	2.60	3.13	3.50	7119.00	3.85
19346	genet	0.88	1.14	420	5	5	1.60	3.13	3.50	5680.94	3.75
22311	inundació	0.99	2.09	442	9	0	2.90	3.13	3.50	6417.80	3.81
27553	ofrena	0.99	2.13	433	6	1	1.85	3.13	3.50	7059.58	3.85
31897	quadrar	0.97	1.88	432	7	1	1.80	3.13	3.50	9270.15	3.97
37235	telegrama	0.99	2.32	391	9	0	2.80	3.13	3.50	6429.68	3.81
2222	anònim	1.00	2.58	413	6	0	1.85	3.12	3.49	7523.09	3.88
9578	contractació	0.99	2.15	452	12	1	2.75	3.12	3.50	7166.54	3.86
12271	dictar	1.00	2.44	427	6	2	1.70	3.12	3.50	8770.99	3.94
15352	escorcollar	1.00	2.44	416	11	1	1.80	3.12	3.50	8949.26	3.95
18366	fòssil	0.99	2.27	442	6	1	2.00	3.12	3.49	5609.63	3.75
20387	hàmster	0.99	2.09	444	7	0	2.75	3.12	3.49	5300.63	3.72
3315	assaborir	0.97	1.88	398	9	4	1.90	3.11	3.49	9293.92	3.97
5127	blanqueig	0.99	2.08	431	9	1	1.90	3.11	3.49	6489.11	3.81
9734	coordinar	0.99	2.13	431	9	1	1.80	3.11	3.49	9151.31	3.96
10672	curtmetratge	1.00	2.33	402	12	0	4.35	3.11	3.49	5597.75	3.75
13677	empatia	1.00	2.33	412	7	3	1.75	3.11	3.49	7594.40	3.88
14359	ennuvolat	1.00	2.44	422	9	1	2.15	3.11	3.49	8438.22	3.93
18220	forca	0.98	1.99	434	5	16	1.00	3.11	3.49	7380.47	3.87
24081	mafiós	1.00	2.34	423	6	1	1.95	3.11	3.49	6655.50	3.82
24596	maó	0.99	2.25	412	3	21	1.00	3.11	3.49	5276.86	3.72
26313	motel	0.89	1.21	423	5	8	1.50	3.11	3.49	5502.67	3.74
27492	ocupant	1.00	2.44	440	7	0	1.90	3.11	3.49	9377.12	3.97
31841	puresa	0.99	2.18	419	6	3	1.75	3.11	3.49	8010.36	3.90
38656	trinxat	0.99	2.18	409	7	3	1.65	3.11	3.49	6477.22	3.81
39552	ventilació	0.99	2.18	409	10	0	2.90	3.11	3.49	7582.51	3.88
1828	amfitrió	0.98	2.01	399	8	0	3.45	3.10	3.49	8735.34	3.94
5967	buidat	0.99	2.19	420	6	2	1.75	3.10	3.49	9436.54	3.98
9637	contratemps	0.99	2.11	395	11	0	3.05	3.10	3.49	9080.00	3.96
13949	encís	1.00	2.34	415	5	3	1.85	3.10	3.49	6156.33	3.79
15978	esquema	0.98	1.96	441	7	4	1.80	3.10	3.49	8271.83	3.92
17525	fermentació	1.00	2.35	452	11	0	2.85	3.10	3.49	5407.59	3.73
20205	guardó	0.97	1.83	415	6	6	1.65	3.10	3.49	7534.97	3.88
23691	llindar	0.99	2.18	415	7	1	1.85	3.10	3.49	8200.52	3.91
297	accessible	1.00	2.44	409	10	0	3.50	3.09	3.49	9305.81	3.97
2035	andalús	1.00	2.44	427	7	1	2.30	3.09	3.49	8259.95	3.92
4065	bagul	0.88	1.16	418	5	0	1.95	3.09	3.49	5728.48	3.76
9518	contenció	1.00	2.33	413	9	1	1.90	3.09	3.49	8057.90	3.91
11952	desplegar	0.99	2.12	410	9	1	1.80	3.09	3.49	9353.35	3.97
15377	escorxador	1.00	2.34	433	10	0	2.40	3.09	3.49	6881.31	3.84
16931	extens	0.99	2.27	441	6	2	1.75	3.09	3.49	9389.00	3.97
19823	graderia	0.95	1.61	423	8	2	1.95	3.09	3.49	7309.16	3.86
27048	noblesa	1.00	2.34	438	7	0	2.20	3.09	3.49	7701.36	3.89
33009	refugiat	1.00	2.44	423	8	1	1.80	3.09	3.49	8176.75	3.91
417	acordió	0.99	2.09	443	7	2	1.85	3.08	3.49	5348.17	3.73
3170	artesà	1.00	2.58	409	6	1	1.90	3.08	3.49	7665.70	3.89
21010	ibèric	1.00	2.34	425	6	1	2.15	3.08	3.49	6263.30	3.80
23191	limusina	0.94	1.49	393	8	0	2.90	3.08	3.49	7035.81	3.85
31232	principat	1.00	2.44	439	9	1	2.35	3.08	3.49	7119.00	3.85
32525	realisme	1.00	2.44	409	8	0	2.35	3.08	3.49	7903.40	3.90
39778	vetlla	0.99	2.07	419	6	3	1.65	3.08	3.49	8759.11	3.94
2250	ànsia	0.98	1.91	431	5	1	1.90	3.07	3.49	8901.72	3.95
3141	arruïnar	0.97	1.77	411	8	1	1.80	3.07	3.49	9080.00	3.96
3882	avergonyir	1.00	2.43	391	10	5	1.70	3.07	3.49	9353.35	3.97
8595	coiot	0.74	0.64	420	5	1	1.85	3.07	3.49	2959.32	3.47
10024	cortesia	0.99	2.25	407	8	0	1.95	3.07	3.49	9068.11	3.96
21357	imprevist	1.00	2.44	430	9	0	2.40	3.07	3.49	9032.46	3.96
25976	moliner	1.00	2.58	405	7	6	1.55	3.07	3.49	3577.33	3.55
30478	polígon	1.00	2.44	424	7	0	2.85	3.07	3.49	6810.00	3.83
33477	replantejar	0.99	2.24	400	11	1	2.05	3.07	3.49	9305.81	3.97
36669	suprimir	0.99	2.18	419	8	5	1.65	3.07	3.49	8259.95	3.92
374	acollidor	1.00	2.33	410	9	0	2.20	3.06	3.49	9293.92	3.97
2465	apagada	1.00	2.44	410	7	5	1.70	3.06	3.49	7487.43	3.87
9983	corretja	1.00	2.58	445	8	0	1.90	3.06	3.49	6833.77	3.84
14927	eruga	0.90	1.24	396	5	0	1.90	3.06	3.49	4385.50	3.64
20542	heretar	0.96	1.73	427	7	3	1.70	3.06	3.49	9198.85	3.96
27448	ocellets	1.00	2.58	393	8	2	1.80	3.06	3.49	7523.09	3.88
32511	reactor	1.00	2.34	418	7	0	1.85	3.06	3.49	3755.60	3.58
38087	torxa	0.98	1.94	426	5	9	1.45	3.06	3.49	5966.18	3.78
3873	avenç	0.97	1.77	418	5	5	1.60	3.05	3.48	8402.56	3.92
6986	capsigrany	0.97	1.87	418	10	0	3.75	3.05	3.49	8117.33	3.91
7441	cassó	0.87	1.11	419	5	8	1.55	3.05	3.48	7000.16	3.85
16528	ètic	1.00	2.33	410	4	5	1.35	3.05	3.49	8046.02	3.91
21093	ignorància	1.00	2.58	432	10	0	3.40	3.05	3.48	8628.37	3.94
22262	intolerable	0.99	2.24	397	11	0	2.80	3.05	3.49	8711.57	3.94
35122	segrestador	1.00	2.34	415	11	0	2.55	3.05	3.48	4753.93	3.68
7144	cardíac	0.99	2.19	429	7	0	2.40	3.04	3.48	6477.22	3.81
10566	culminant	0.99	2.12	411	9	1	1.90	3.04	3.48	8854.19	3.95
11094	delinqüència	1.00	2.58	419	12	0	4.05	3.04	3.48	7689.47	3.89
17309	fascinació	1.00	2.34	418	10	0	2.90	3.04	3.48	8782.88	3.94
17422	feixista	1.00	2.44	419	8	0	2.55	3.04	3.48	5645.29	3.75
33161	reixa	1.00	2.34	416	5	10	1.10	3.04	3.48	7439.89	3.87
34482	sabater	1.00	2.44	432	7	1	1.85	3.04	3.48	5835.44	3.77
36745	tabú	1.00	2.34	428	4	2	1.85	3.04	3.48	8010.36	3.90
291	acceptació	0.99	2.19	428	10	0	2.80	3.03	3.48	9044.34	3.96
6704	canet	0.88	1.16	414	5	15	1.00	3.03	3.48	4302.30	3.63
7639	cavallet	1.00	2.34	415	8	5	1.65	3.03	3.48	5728.48	3.76
10475	cubell	0.99	2.07	422	6	2	1.80	3.03	3.48	7404.24	3.87
15727	especulació	0.99	2.14	445	11	0	2.80	3.03	3.48	7939.06	3.90
15957	esquadró	0.97	1.80	418	8	1	2.55	3.03	3.48	4694.50	3.67
24398	mamut	1.00	2.34	423	5	3	1.80	3.03	3.48	3125.71	3.50
27191	novell	1.00	2.35	447	6	4	1.65	3.03	3.48	4860.89	3.69
36535	suggerir	0.96	1.67	416	8	5	1.65	3.03	3.48	9341.46	3.97
38675	tripartit	0.99	2.26	435	9	1	2.65	3.03	3.48	6405.91	3.81
3888	avet	0.99	2.07	414	4	7	1.40	3.02	3.48	4742.04	3.68
4611	batuda	1.00	2.34	430	6	2	1.85	3.02	3.48	7273.51	3.86
10473	cubà	1.00	2.34	430	4	7	1.60	3.02	3.48	5740.36	3.76
12758	doblegar	0.99	2.25	405	8	2	1.75	3.02	3.48	8473.87	3.93
16565	eucaliptus	1.00	2.44	416	10	0	3.95	3.02	3.48	4207.22	3.62
16588	eugènia	0.95	1.64	417	7	2	2.45	3.02	3.48	2852.36	3.46
21230	immortal	0.98	1.95	434	8	0	2.55	3.02	3.48	7416.12	3.87
21342	impotència	1.00	2.33	409	10	0	2.85	3.02	3.48	8735.34	3.94
24870	massacre	0.97	1.80	420	8	3	1.95	3.02	3.48	7487.43	3.87
26043	moniato	0.95	1.63	406	7	0	2.65	3.02	3.48	5193.66	3.72
27872	orfe	0.99	2.21	458	4	5	1.50	3.02	3.48	7428.01	3.87
36674	suquet	0.99	2.23	381	6	8	1.55	3.02	3.48	5110.47	3.71
39320	vàlid	0.99	2.21	455	5	3	1.75	3.02	3.48	8628.37	3.94
851	afluixar	1.00	2.44	417	8	2	1.75	3.01	3.48	8973.03	3.95
3157	artefacte	0.99	2.25	413	9	0	3.65	3.01	3.48	7214.08	3.86
18027	florit	1.00	2.58	418	6	9	1.45	3.01	3.48	7380.47	3.87
27246	nupcial	0.99	2.12	409	7	0	2.80	3.01	3.48	7142.77	3.85
30176	planxar	1.00	2.34	430	7	2	1.65	3.01	3.48	7511.20	3.88
31332	profecia	0.94	1.49	412	8	1	2.00	3.01	3.48	4908.43	3.69
32198	racisme	1.00	2.33	411	7	0	1.95	3.01	3.48	6429.68	3.81
34183	romanticisme	1.00	2.58	407	12	0	4.05	3.01	3.48	7974.71	3.90
34553	sacsejar	1.00	2.44	436	8	1	1.80	3.01	3.48	8782.88	3.94
34707	salpar	0.78	0.77	402	6	9	1.35	3.01	3.48	7867.75	3.90
1323	alcaldia	0.97	1.81	394	8	0	2.70	3.00	3.48	6405.91	3.81
1539	allotjar	0.99	2.14	443	8	1	1.80	3.00	3.48	8925.49	3.95
3789	autonòmic	1.00	2.44	428	9	0	2.55	3.00	3.48	7142.77	3.85
10006	corrupte	1.00	2.33	407	8	1	2.60	3.00	3.48	7380.47	3.87
13588	emmagatzemar	0.99	2.25	418	12	1	1.80	3.00	3.48	8652.14	3.94
15578	esmena	1.00	2.34	420	6	5	1.60	3.00	3.48	5502.67	3.74
20748	hipòcrita	1.00	2.58	422	9	0	3.45	3.00	3.48	8699.68	3.94
24684	mareig	1.00	2.44	431	6	1	1.85	3.00	3.48	8355.02	3.92
26022	moneder	0.97	1.84	431	7	1	1.85	3.00	3.48	5918.64	3.77
28940	patufet	0.99	2.24	401	7	0	2.55	3.00	3.48	4813.35	3.68
30920	precedent	0.99	2.20	438	9	2	2.20	3.00	3.48	8961.15	3.95
35969	sofert	0.98	1.94	425	6	0	1.85	3.00	3.48	9305.81	3.97
39388	variada	0.98	1.95	387	7	1	1.85	3.00	3.48	8996.80	3.95
488	actualitzar	1.00	2.58	411	11	1	1.80	2.99	3.48	6572.30	3.82
758	afany	0.98	1.98	420	5	4	1.45	2.99	3.48	8747.22	3.94
4852	bessó	0.99	2.12	411	5	3	1.85	2.99	3.48	6857.54	3.84
7770	cens	1.00	2.43	391	4	23	1.00	2.99	3.48	6287.07	3.80
11259	dèria	0.94	1.54	404	5	7	1.65	2.99	3.48	8580.84	3.93
12562	disminució	0.99	2.25	420	10	0	2.85	2.99	3.48	8319.37	3.92
13101	ecologia	0.99	2.17	402	8	2	1.90	2.99	3.48	7368.58	3.87
16480	estupidesa	0.99	2.13	427	10	0	3.15	2.99	3.48	8509.53	3.93
17092	faixa	1.00	2.43	401	5	9	1.30	2.99	3.48	6334.61	3.80
20062	grinyol	0.97	1.82	433	7	1	1.75	2.99	3.48	5193.66	3.72
21641	indígena	1.00	2.44	413	8	0	2.80	2.99	3.48	5669.06	3.75
21831	inflexió	0.99	2.25	408	8	0	2.75	2.99	3.48	8687.80	3.94
21876	ingenu	0.99	2.08	437	6	2	2.10	2.99	3.48	8830.42	3.95
28100	ovni	0.97	1.77	417	4	1	1.90	2.99	3.48	4337.96	3.64
31235	principiant	0.99	2.27	441	11	0	3.10	2.99	3.48	8188.64	3.91
32792	recrear	0.98	1.97	411	7	2	1.70	2.99	3.48	8640.26	3.94
33812	retreure	0.99	2.25	416	8	1	2.30	2.99	3.48	9210.73	3.96
34521	saca	0.81	0.85	436	4	28	1.00	2.99	3.48	7285.39	3.86
37599	tetera	0.97	1.78	398	6	4	1.75	2.99	3.48	4670.73	3.67
40320	xafogor	0.99	2.13	432	7	0	2.75	2.99	3.48	6940.73	3.84
546	addicional	0.93	1.48	415	10	1	2.80	2.98	3.48	8438.22	3.93
3037	arrasar	0.88	1.17	417	7	5	1.60	2.98	3.47	9032.46	3.96
3699	aura	0.97	1.78	397	4	22	1.00	2.98	3.47	6073.14	3.78
3809	autovia	1.00	2.58	392	7	1	2.60	2.98	3.48	5431.36	3.74
8899	comparable	0.99	2.25	403	10	0	2.45	2.98	3.47	9412.77	3.97
9457	constatar	0.99	2.13	422	9	1	1.85	2.98	3.48	9127.54	3.96
12782	documentar	1.00	2.44	422	10	2	1.70	2.98	3.47	8307.48	3.92
13258	eixerit	0.98	1.91	426	7	0	2.50	2.98	3.47	6988.27	3.84
19013	ganga	0.89	1.21	410	5	9	1.50	2.98	3.47	7998.48	3.90
23036	legitimitat	1.00	2.44	405	11	0	3.00	2.98	3.48	6869.42	3.84
26475	mural	0.99	2.19	420	5	7	1.50	2.98	3.48	5015.39	3.70
29202	penetrar	0.99	2.11	403	8	2	1.70	2.98	3.47	8877.96	3.95
32828	recular	0.97	1.86	410	7	6	1.55	2.98	3.48	8580.84	3.93
39831	vici	0.99	2.12	415	4	8	1.30	2.98	3.47	8129.21	3.91
481	activista	1.00	2.34	437	9	0	2.70	2.97	3.47	8010.36	3.90
1607	altament	0.95	1.59	412	8	1	1.90	2.97	3.47	8925.49	3.95
10572	culpabilitat	0.99	2.19	425	12	0	2.35	2.97	3.47	8212.41	3.92
17147	fall	0.18	-0.89	423	4	18	1.00	2.97	3.47	5728.48	3.76
19479	gestor	0.99	2.25	420	6	3	1.65	2.97	3.47	7523.09	3.88
20475	hemisferi	1.00	2.43	390	9	0	3.50	2.97	3.47	6869.42	3.84
21789	infeliç	1.00	2.43	401	7	0	2.50	2.97	3.47	7962.82	3.90
22226	interrogant	1.00	2.58	437	11	0	2.40	2.97	3.47	8759.11	3.94
22342	inversor	0.99	2.19	429	8	1	2.15	2.97	3.47	6726.80	3.83
24076	madurar	1.00	2.44	405	7	2	1.70	2.97	3.47	7986.59	3.90
24122	magnètic	1.00	2.58	426	8	1	2.45	2.97	3.47	5835.44	3.77
24382	mamba	0.40	-0.24	428	5	8	1.55	2.97	3.47	1342.98	3.13
26943	newton	0.84	0.96	426	6	0	2.35	2.97	3.47	4254.76	3.63
35048	secta	0.99	2.25	412	5	4	1.70	2.97	3.47	5918.64	3.77
35285	sensor	0.99	2.26	427	6	4	1.70	2.97	3.47	6453.45	3.81
5956	bugada	0.94	1.55	388	6	4	1.75	2.96	3.47	7570.63	3.88
7718	cèlebre	0.98	1.90	412	7	1	2.10	2.96	3.47	8866.07	3.95
15724	espectre	0.99	2.26	427	8	0	2.50	2.96	3.47	6738.69	3.83
21125	il·luminar	1.00	2.58	407	10	1	1.80	2.96	3.47	8259.95	3.92
22102	insuficient	1.00	2.35	445	11	0	3.50	2.96	3.47	8402.56	3.92
23608	lleu	1.00	2.44	414	4	12	1.20	2.96	3.47	8402.56	3.92
25851	mobiliari	1.00	2.33	407	9	1	2.60	2.96	3.47	7689.47	3.89
33699	restar	1.00	2.34	420	6	7	1.25	2.96	3.47	7986.59	3.90
37258	televisiu	0.99	2.13	433	9	1	2.30	2.96	3.47	8604.60	3.94
39040	ultra	0.97	1.83	419	5	3	1.80	2.96	3.47	5645.29	3.75
5055	bisbal	0.91	1.32	401	6	1	1.90	2.95	3.47	5692.83	3.76
9161	condol	0.96	1.75	397	6	4	1.75	2.95	3.47	7225.97	3.86
10551	culer	0.94	1.52	434	5	9	1.30	2.95	3.47	7000.16	3.85
15273	escletxa	0.99	2.26	434	8	0	2.70	2.95	3.47	7962.82	3.90
17665	ficada	0.88	1.17	407	6	7	1.60	2.95	3.47	9103.77	3.96
17787	filtració	1.00	2.58	444	9	0	2.70	2.95	3.47	5989.95	3.78
18342	fosa	0.97	1.76	433	4	22	1.00	2.95	3.47	7237.85	3.86
19276	gelada	0.99	2.08	430	6	8	1.60	2.95	3.47	6821.88	3.83
19906	granit	0.98	1.92	445	6	7	1.50	2.95	3.47	5538.32	3.74
19946	gratacel	0.99	2.12	409	8	1	2.45	2.95	3.47	4777.70	3.68
23821	llúdria	0.87	1.09	441	7	0	2.30	2.95	3.47	2864.24	3.46
24108	magistrat	1.00	2.33	407	9	1	2.60	2.95	3.47	6239.53	3.80
24353	maluc	1.00	2.35	443	5	1	1.90	2.95	3.47	7071.46	3.85
24800	marroquí	1.00	2.34	427	8	0	2.80	2.95	3.47	5835.44	3.77
25545	midó	0.94	1.51	411	4	11	1.40	2.95	3.47	5383.82	3.73
28659	parit	0.99	2.19	421	5	16	1.00	2.95	3.47	8450.10	3.93
35986	sofrir	0.90	1.25	415	6	5	1.65	2.95	3.47	8461.99	3.93
38185	traductor	1.00	2.58	416	9	0	2.55	2.95	3.47	6869.42	3.84
39486	vellut	1.00	2.33	413	6	4	1.75	2.95	3.47	7558.74	3.88
39969	violat	0.98	2.05	396	6	2	1.65	2.95	3.47	7558.74	3.88
2683	aprofundir	0.98	1.99	434	10	4	1.85	2.94	3.47	8949.26	3.95
11013	degut	0.95	1.65	422	5	5	1.65	2.94	3.47	9020.57	3.96
12013	destapar	1.00	2.44	437	8	3	1.65	2.94	3.47	8664.03	3.94
16158	estavellar	1.00	2.44	416	10	2	1.75	2.94	3.47	8236.18	3.92
17895	fixament	0.99	2.18	418	8	2	1.90	2.94	3.47	8735.34	3.94
18172	fong	0.99	2.26	435	4	14	1.10	2.94	3.47	4409.27	3.64
18932	gallec	0.98	1.97	353	6	2	1.80	2.94	3.47	7071.46	3.85
20052	grill	0.97	1.83	418	5	8	1.35	2.94	3.47	5288.74	3.72
21845	informal	1.00	2.34	424	8	2	1.80	2.94	3.47	8426.33	3.93
23799	llosa	0.99	2.12	411	5	10	1.15	2.94	3.47	6905.08	3.84
24060	madrileny	0.99	2.07	417	9	0	3.05	2.94	3.47	7879.63	3.90
27011	nissaga	0.94	1.53	429	7	1	2.55	2.94	3.47	7273.51	3.86
28375	pancarta	0.94	1.55	408	8	0	2.55	2.94	3.47	7130.89	3.85
28781	passatger	1.00	2.43	396	9	1	2.30	2.94	3.47	7225.97	3.86
38246	trampolí	0.99	2.13	434	8	1	2.75	2.94	3.47	6536.65	3.82
5918	budisme	1.00	2.58	426	7	2	2.05	2.93	3.47	4017.07	3.60
9464	constituir	0.99	2.17	393	10	0	2.00	2.93	3.47	8188.64	3.91
10664	cursi	0.87	1.09	405	5	5	1.50	2.93	3.47	7879.63	3.90
11651	desenllaç	1.00	2.34	424	9	0	2.85	2.93	3.47	8628.37	3.94
24769	maror	0.90	1.24	433	5	2	1.70	2.93	3.47	8188.64	3.91
29258	pentinar	1.00	2.58	426	8	1	1.80	2.93	3.47	8497.64	3.93
31151	prestar	0.87	1.12	408	7	2	1.65	2.93	3.47	8390.68	3.92
31671	psiquiàtric	1.00	2.44	423	11	0	3.95	2.93	3.47	6607.96	3.82
39642	vergonyós	1.00	2.45	446	9	1	2.70	2.93	3.47	8759.11	3.94
2984	arquebisbe	0.99	2.09	441	10	0	3.45	2.92	3.47	4955.97	3.70
4520	bassal	0.99	2.19	428	6	3	1.70	2.92	3.47	6584.19	3.82
6018	burgesia	0.98	2.01	405	8	0	2.60	2.92	3.47	6239.53	3.80
6352	calavera	0.95	1.65	422	8	1	1.85	2.92	3.47	5181.78	3.72
18657	fugaç	0.98	2.03	427	5	2	1.85	2.92	3.47	7166.54	3.86
27649	olorar	0.99	2.25	409	6	3	1.65	2.92	3.47	8224.29	3.92
28674	parmesà	0.99	2.13	428	7	1	2.05	2.92	3.47	4801.46	3.68
7501	catalanisme	1.00	2.44	405	11	0	2.75	2.91	3.46	5573.98	3.75
19719	golafre	0.97	1.82	440	7	0	2.80	2.91	3.47	7570.63	3.88
20938	hostaleria	0.91	1.34	446	10	0	2.60	2.91	3.46	7344.81	3.87
38125	totpoderós	0.97	1.87	423	10	0	3.75	2.91	3.46	7035.81	3.85
2241	anotar	0.98	1.97	406	6	2	1.65	2.90	3.46	7974.71	3.90
8582	coherència	1.00	2.58	434	10	0	2.75	2.90	3.46	7546.86	3.88
