Id	Word	Percentage Known	Prevalence	N	Length	Coltheart's N	OLD20	Relative Frequency	Zipf	Relative Contextual Diversity	Logarithm Contextual Diversity
33641	respirable	0.99	2.09	443	10	0	2.60	0.30	2.48	808.17	2.91
33642	respiració	1.00	2.58	412	10	0	2.60	13.52	4.13	27560.88	4.44
33643	respirador	0.99	2.13	425	10	0	2.35	1.00	3.00	2258.11	3.35
33644	respirall	0.63	0.33	435	9	0	1.95	0.01	1.16	35.65	1.56
33645	respirar	1.00	2.58	420	8	2	1.65	31.13	4.49	71665.42	4.86
33646	respiratori	0.99	2.33	394	11	0	2.70	0.93	2.97	2151.15	3.33
33647	resplendent	0.86	1.05	412	11	1	2.55	2.62	3.42	7915.29	3.90
33648	resplendir	0.83	0.94	412	10	3	2.00	0.09	1.97	285.24	2.46
33649	resplendor	0.90	1.25	435	10	2	2.25	1.51	3.18	3826.91	3.58
33650	respondre	1.00	2.43	401	9	2	2.00	25.66	4.41	66852.07	4.83
33651	respons	0.91	1.34	404	7	2	1.80	1.08	3.04	3339.63	3.52
33652	responsable	0.99	2.26	421	11	0	3.05	48.77	4.69	117124.83	5.07
33653	responsiu	0.46	-0.09	424	9	0	2.75	0.00	0.56	11.89	1.11
33654	respòs	0.76	0.70	399	6	0	1.90	0.05	1.73	154.50	2.19
33655	resposta	1.00	2.44	414	8	0	1.95	75.49	4.88	156344.71	5.19
33656	resquícies	0.83	0.95	409	10	0	3.60	0.01	0.86	23.77	1.39
33657	resquill	0.68	0.47	426	8	0	2.35	0.03	1.46	71.31	1.86
33658	resquitllada	0.90	1.25	403	12	0	3.15	0.04	1.60	130.73	2.12
33659	resquitllar	0.87	1.13	407	11	0	2.65	0.01	1.03	35.65	1.56
33660	resquitx	0.69	0.48	408	8	1	2.35	0.01	0.86	23.77	1.39
33661	ressaca	0.98	1.95	429	7	1	1.95	3.91	3.59	10518.06	4.02
33662	ressagot	0.32	-0.45	414	8	1	2.55	0.00	0.56	11.89	1.11
33663	ressaguer	0.44	-0.15	440	9	0	2.55	0.01	0.86	23.77	1.39
33664	ressalt	0.79	0.79	445	7	0	1.80	0.04	1.63	118.85	2.08
33665	ressaltant	0.95	1.61	407	10	0	2.15	0.03	1.46	95.08	1.98
33666	ressaltar	0.97	1.85	433	9	1	1.80	1.24	3.09	3672.41	3.57
33667	ressec	0.92	1.40	434	6	3	1.70	0.47	2.67	1414.29	3.15
33668	ressecada	0.91	1.32	417	9	2	2.10	0.01	1.16	47.54	1.69
33669	ressecar	0.97	1.82	442	8	2	1.80	0.07	1.81	202.04	2.31
33670	resseguir	0.96	1.71	408	9	4	1.70	1.12	3.05	3517.90	3.55
33671	ressembrar	0.83	0.93	416	10	0	3.10	0.01	1.16	47.54	1.69
33672	ressentida	0.99	2.23	385	10	0	1.90	0.82	2.91	2472.04	3.39
33673	ressentiment	0.99	2.24	396	12	0	2.45	1.85	3.27	5264.97	3.72
33674	ressentit	0.99	2.25	404	9	4	1.60	1.83	3.26	5431.36	3.74
33675	ressenya	0.99	2.27	450	8	1	1.85	0.38	2.58	903.25	2.96
33676	ressenyar	0.99	2.12	419	9	1	1.90	0.05	1.73	178.27	2.25
33677	ressituar	0.89	1.19	412	9	1	2.05	0.17	2.23	522.93	2.72
33678	ressò	0.99	2.13	429	5	0	1.95	7.42	3.87	18195.65	4.26
33679	ressol	0.80	0.83	414	6	2	1.75	0.09	1.95	261.47	2.42
33680	ressolar	0.60	0.25	407	8	3	1.75	0.00	0.56	11.89	1.11
33681	ressonador	0.95	1.64	414	10	0	2.75	0.04	1.63	142.62	2.16
33682	ressonància	1.00	2.44	435	11	0	3.60	2.58	3.41	5716.60	3.76
33683	ressonant	0.99	2.14	447	9	1	1.85	0.29	2.46	891.36	2.95
33684	ressonar	0.99	2.11	470	8	3	1.75	0.47	2.67	1485.60	3.17
33685	ressopar	0.91	1.34	395	8	2	2.25	0.01	1.03	23.77	1.39
33686	ressopó	0.96	1.68	407	7	0	2.55	0.52	2.72	1414.29	3.15
33687	ressorgiment	0.99	2.07	412	12	0	3.05	0.63	2.80	1854.03	3.27
33688	ressorgir	0.98	2.01	399	9	5	1.80	0.60	2.78	1854.03	3.27
33689	ressort	0.90	1.24	432	7	0	1.95	0.31	2.48	796.28	2.90
33690	ressortir	0.80	0.84	417	9	2	2.30	0.00	0.56	11.89	1.11
33691	ressurgència	0.86	1.08	397	12	0	3.65	0.01	1.16	35.65	1.56
33692	ressuscitar	0.91	1.35	411	11	1	1.75	3.34	3.52	8200.52	3.91
33693	rest	0.51	0.02	430	4	20	1.00	0.88	2.94	2044.19	3.31
33694	resta	0.99	2.25	409	5	18	1.00	110.96	5.05	230113.74	5.36
33695	restabliment	0.98	1.95	433	12	0	2.70	0.56	2.75	1366.75	3.14
33696	restablir	0.98	1.89	444	9	4	1.65	2.26	3.35	6548.53	3.82
33697	restada	0.85	1.03	412	7	6	1.50	0.06	1.76	95.08	1.98
33698	restant	0.99	2.18	412	7	6	1.45	1.27	3.10	3779.37	3.58
33699	restar	1.00	2.34	420	6	7	1.25	2.96	3.47	7986.59	3.90
33700	restauració	1.00	2.44	409	11	0	2.85	8.47	3.93	18326.38	4.26
33701	restaurador	1.00	2.34	419	11	0	2.55	0.89	2.95	2305.65	3.36
33702	restaurant	1.00	2.58	417	10	0	2.20	71.18	4.85	112786.87	5.05
33703	restaurar	1.00	2.58	442	9	1	1.80	5.43	3.74	13394.18	4.13
33704	restinga	0.21	-0.81	408	8	0	2.40	0.31	2.48	558.59	2.75
33705	restitució	0.99	2.06	406	10	1	2.70	0.37	2.57	950.79	2.98
33706	restituïdor	0.92	1.37	403	11	0	3.30	0.01	0.86	11.89	1.11
33707	restituir	0.97	1.75	400	9	1	1.85	0.56	2.75	1640.10	3.22
33708	restoble	0.07	-1.47	418	8	0	2.65	0.01	1.16	35.65	1.56
33709	restoll	0.74	0.63	406	7	2	1.90	0.00	0.56	11.89	1.11
33710	restrènyer	0.96	1.70	428	10	0	2.80	0.00	0.56	11.89	1.11
33711	restret	0.95	1.64	417	7	1	1.75	0.54	2.73	1259.79	3.10
33712	restricció	1.00	2.44	415	10	0	2.85	0.98	2.99	2769.16	3.44
33713	restrictiu	0.99	2.32	387	10	0	2.70	0.16	2.21	522.93	2.72
33714	restringent	0.93	1.42	452	11	1	2.60	0.01	1.16	47.54	1.69
33715	restringir	1.00	2.44	436	10	4	1.95	0.83	2.92	2602.77	3.42
33716	resulta	0.94	1.52	414	7	5	1.60	70.83	4.85	173862.92	5.24
33717	resultant	1.00	2.34	416	9	0	1.90	1.41	3.15	4551.88	3.66
33718	resultar	0.98	2.00	444	8	1	1.75	9.87	3.99	29177.21	4.47
33719	resultat	1.00	2.58	405	8	1	1.80	72.07	4.86	148869.16	5.17
33720	resum	1.00	2.58	417	5	1	1.70	12.17	4.09	34501.61	4.54
33721	resumidament	0.90	1.26	410	12	0	3.65	0.06	1.79	202.04	2.31
33722	resumir	1.00	2.34	438	7	5	1.60	3.28	3.52	10232.82	4.01
33723	resurrecció	0.99	2.19	432	11	0	3.70	2.11	3.33	4492.46	3.65
33724	ret	0.45	-0.13	423	3	29	1.00	1.20	3.08	3458.48	3.54
33725	retall	1.00	2.34	419	6	5	1.45	0.83	2.92	2246.23	3.35
33726	retallable	0.99	2.07	419	10	0	2.90	0.06	1.79	142.62	2.16
33727	retallada	0.99	2.33	396	9	2	1.90	5.42	3.73	11932.35	4.08
33728	retallament	0.74	0.63	411	11	0	2.60	0.00	0.56	11.89	1.11
33729	retallar	1.00	2.58	433	8	5	1.60	8.26	3.92	19336.59	4.29
33730	retaló	0.69	0.49	410	6	1	1.90	0.03	1.40	71.31	1.86
33731	retard	0.99	2.17	391	6	3	1.65	11.55	4.06	31078.78	4.49
33732	retardador	0.85	1.01	418	10	0	2.60	0.01	1.16	35.65	1.56
33733	retardament	0.78	0.77	391	11	0	2.70	0.02	1.25	59.42	1.78
33734	retardant	0.96	1.67	423	9	0	1.90	0.25	2.40	748.74	2.88
33735	retardar	0.95	1.60	453	8	1	1.80	1.69	3.23	5027.28	3.70
33736	retardat	0.94	1.54	432	8	1	1.80	1.69	3.23	4611.31	3.66
33737	retaule	0.95	1.58	438	7	1	1.90	2.23	3.35	3054.40	3.49
33738	reteixir	0.70	0.52	429	8	1	2.20	0.01	0.86	11.89	1.11
33739	reteixit	0.74	0.62	408	8	1	2.20	0.00	0.56	11.89	1.11
33740	retenció	0.99	2.32	391	8	1	2.20	2.06	3.31	4932.20	3.69
33741	retenidor	0.80	0.82	407	9	0	2.75	0.01	0.86	23.77	1.39
33742	retenir	0.99	2.08	438	7	5	1.75	6.27	3.80	18207.53	4.26
33743	rètic	0.23	-0.73	417	5	3	1.70	0.03	1.40	71.31	1.86
33744	reticència	0.98	2.00	389	10	0	2.90	0.49	2.69	1509.37	3.18
33745	reticent	0.98	2.01	402	8	1	2.20	0.82	2.92	2626.54	3.42
33746	reticle	0.69	0.48	416	7	1	1.90	0.10	1.99	178.27	2.25
33747	retícula	0.97	1.78	2274	8	0	2.60	0.07	1.81	190.16	2.28
33748	reticular	0.95	1.63	428	9	1	2.15	0.08	1.88	213.93	2.33
33749	reticulat	0.90	1.28	381	9	1	2.30	0.29	2.46	392.20	2.60
33750	retiment	0.35	-0.39	412	8	2	1.90	0.01	1.16	35.65	1.56
33751	retina	1.00	2.44	416	6	9	1.20	1.63	3.21	3743.72	3.57
33752	retinal	0.74	0.63	442	7	1	1.80	0.07	1.86	154.50	2.19
33753	retinguda	0.99	2.18	417	9	2	2.10	0.75	2.88	2127.38	3.33
33754	retinina	0.52	0.05	405	8	0	2.50	0.00	0.56	11.89	1.11
33755	retinitis	0.65	0.37	414	9	0	2.70	0.02	1.25	59.42	1.78
33756	retinol	0.71	0.53	451	7	1	2.10	0.02	1.25	59.42	1.78
33757	retir	0.67	0.43	397	5	5	1.40	0.63	2.80	1663.87	3.22
33758	retirada	0.98	1.96	399	8	5	1.75	12.25	4.09	29914.07	4.48
33759	retiradament	0.73	0.60	405	12	0	2.85	0.00	0.56	11.89	1.11
33760	retirança	0.55	0.13	419	9	0	2.60	0.01	1.03	23.77	1.39
33761	retirar	0.97	1.83	420	7	5	1.55	23.68	4.37	62062.49	4.79
33762	retirat	0.97	1.86	413	7	5	1.55	9.05	3.96	25457.27	4.41
33763	retoc	0.99	2.10	390	5	6	1.50	0.93	2.97	2769.16	3.44
33764	retocador	0.88	1.15	413	9	1	2.05	0.01	1.16	47.54	1.69
33765	retocar	1.00	2.43	395	7	4	1.65	2.00	3.30	6108.79	3.79
33766	rètol	1.00	2.34	429	5	4	1.70	4.50	3.65	11694.66	4.07
33767	retolació	0.94	1.49	435	9	0	2.40	0.06	1.76	190.16	2.28
33768	retolador	0.99	2.08	429	9	1	1.90	1.80	3.26	4005.18	3.60
33769	retolar	0.98	1.91	430	7	7	1.65	0.04	1.63	142.62	2.16
33770	retolista	0.87	1.11	436	9	0	2.75	0.00	0.56	11.89	1.11
33771	retomb	0.81	0.85	434	6	0	2.00	0.01	1.03	23.77	1.39
33772	retop	0.30	-0.51	402	5	4	1.70	0.08	1.92	237.70	2.38
33773	retopar	0.64	0.35	427	7	2	1.85	0.01	0.86	11.89	1.11
33774	retorçar	0.97	1.80	416	8	3	1.70	0.25	2.39	760.63	2.88
33775	retorcedor	0.57	0.18	417	10	0	2.95	0.00	0.56	11.89	1.11
33776	retòrcer	0.87	1.09	389	8	0	2.65	0.03	1.46	83.19	1.93
33777	retorciment	0.69	0.48	438	11	0	2.85	0.01	0.86	11.89	1.11
33778	retorçó	0.48	-0.04	396	7	2	1.85	0.01	1.03	23.77	1.39
33779	retòric	0.99	2.19	427	7	0	2.20	0.24	2.38	724.97	2.86
33780	retòricament	0.99	2.12	414	12	0	2.85	0.02	1.33	71.31	1.86
33781	retoricisme	0.65	0.38	401	11	0	3.65	0.00	0.56	11.89	1.11
33782	retorn	1.00	2.44	415	6	2	1.55	17.42	4.24	44163.96	4.65
33783	retornador	0.76	0.69	416	10	0	2.45	0.01	1.16	35.65	1.56
33784	retornament	0.85	1.03	411	11	0	2.65	0.01	0.86	23.77	1.39
33785	retornar	0.99	2.26	424	8	3	1.70	5.15	3.71	14701.51	4.17
33786	retoromànic	0.49	-0.04	410	11	0	3.70	0.02	1.33	71.31	1.86
33787	retorsió	0.71	0.54	444	8	0	2.45	0.01	0.86	23.77	1.39
33788	retort	0.77	0.74	419	6	4	1.65	0.02	1.25	47.54	1.69
33789	retorta	0.57	0.17	403	7	5	1.70	0.05	1.73	130.73	2.12
33790	retortilló	0.42	-0.20	425	10	1	3.55	0.16	2.20	332.78	2.52
33791	retracció	0.96	1.67	438	9	2	2.15	0.13	2.10	404.08	2.61
33792	retractació	0.92	1.40	418	11	0	2.85	0.06	1.79	202.04	2.31
33793	retractar	0.99	2.27	451	9	3	1.65	0.39	2.59	1033.98	3.02
33794	retracte	0.92	1.39	422	8	3	1.60	0.03	1.40	59.42	1.78
33795	retràctil	0.99	2.19	425	9	0	2.65	0.19	2.28	558.59	2.75
33796	retractilar	0.74	0.63	416	11	1	2.60	0.01	0.86	23.77	1.39
33797	retractor	0.96	1.65	426	9	3	1.75	0.06	1.79	166.39	2.22
33798	retraduir	0.53	0.08	422	9	0	2.80	0.01	1.03	23.77	1.39
33799	retraïment	0.88	1.15	411	10	0	2.95	0.02	1.25	59.42	1.78
33800	retranca	0.63	0.33	403	8	1	2.45	0.09	1.94	178.27	2.25
33801	retranga	0.20	-0.85	410	8	1	2.60	0.00	0.56	11.89	1.11
33802	retransmetre	0.99	2.17	392	12	2	1.95	0.75	2.88	2127.38	3.33
33803	retrat	0.99	2.14	439	6	4	1.50	14.86	4.17	30959.94	4.49
33804	retratador	0.81	0.88	405	10	0	2.60	0.00	0.56	11.89	1.11
33805	retratar	0.97	1.85	406	8	1	1.75	3.31	3.52	9175.08	3.96
33806	retratista	0.97	1.88	393	10	0	2.85	0.41	2.61	1129.06	3.05
33807	retraure	0.87	1.11	449	8	3	1.75	0.03	1.40	83.19	1.93
33808	retre	0.85	1.01	446	5	7	1.35	2.69	3.43	8010.36	3.90
33809	retreballar	0.50	-0.01	427	11	0	3.20	0.00	0.56	11.89	1.11
33810	retret	0.98	1.93	409	6	4	1.60	2.27	3.36	6750.57	3.83
33811	retreta	0.82	0.89	428	7	3	1.75	0.08	1.92	178.27	2.25
33812	retreure	0.99	2.25	416	8	1	2.30	2.99	3.48	9210.73	3.96
33813	retribució	1.00	2.33	403	10	0	2.80	0.44	2.65	1271.68	3.11
33814	retribuïble	0.99	2.12	417	11	0	3.45	0.01	1.16	11.89	1.11
33815	retribuir	0.97	1.83	452	9	0	2.45	0.10	1.99	261.47	2.42
33816	retributiu	0.98	2.03	433	10	0	2.65	0.03	1.40	83.19	1.93
33817	retrò	0.65	0.39	428	5	4	1.80	0.10	1.99	130.73	2.12
33818	retroacció	0.97	1.76	439	10	0	2.75	0.11	2.03	237.70	2.38
33819	retroactiu	0.99	2.26	426	10	0	2.55	0.27	2.43	724.97	2.86
33820	retrobament	0.99	2.19	431	11	0	2.75	2.00	3.30	5823.56	3.77
33821	retrobar	1.00	2.34	438	8	2	1.75	5.78	3.76	17316.17	4.24
33822	retrocàrrega	0.87	1.13	439	12	0	4.65	0.00	0.56	11.89	1.11
33823	retrocedir	0.98	1.91	425	10	4	1.90	2.77	3.44	8022.25	3.90
33824	retrocés	0.99	2.08	426	8	1	2.35	2.00	3.30	5360.05	3.73
33825	retrocessió	0.83	0.95	384	11	0	2.80	0.01	1.03	35.65	1.56
33826	retrògrad	0.97	1.77	412	9	0	3.25	0.14	2.16	415.97	2.62
33827	retronar	0.91	1.31	428	8	1	1.85	0.04	1.60	130.73	2.12
33828	retrospectiu	0.99	2.33	399	12	0	3.25	0.05	1.67	142.62	2.16
33829	retrotraure	0.60	0.24	406	11	0	3.70	0.01	1.03	23.77	1.39
33830	retroversió	0.86	1.07	396	11	0	3.30	0.01	1.03	35.65	1.56
33831	retrovirus	0.92	1.39	433	10	0	3.60	0.07	1.86	95.08	1.98
33832	retrovisor	0.99	2.19	429	10	0	3.55	1.59	3.20	4064.61	3.61
33833	retruc	0.98	1.93	408	6	2	1.85	1.89	3.28	5859.21	3.77
33834	retrucar	0.89	1.22	444	8	0	2.35	0.00	0.56	11.89	1.11
33835	retruny	0.72	0.57	412	7	0	2.15	0.48	2.68	1342.98	3.13
33836	retrunyiment	0.63	0.34	444	12	0	3.40	0.01	0.86	23.77	1.39
33837	retrunyir	0.69	0.48	418	9	2	2.30	0.09	1.94	249.58	2.40
33838	returar	0.32	-0.48	412	7	2	1.85	0.01	0.86	11.89	1.11
33839	retxa	0.39	-0.28	414	5	6	1.55	0.02	1.25	23.77	1.39
33840	retxar	0.34	-0.40	433	6	1	1.90	0.00	0.56	11.89	1.11
33841	retxillera	0.25	-0.66	392	10	0	3.10	0.01	1.03	23.77	1.39
33842	reu	0.82	0.92	437	3	28	1.00	0.27	2.42	558.59	2.75
33843	reuma	0.97	1.84	392	5	1	1.85	0.66	2.82	1747.07	3.24
33844	reumàtic	0.98	2.02	360	8	1	2.35	0.05	1.70	154.50	2.19
33845	reumatisme	0.98	1.97	413	10	0	2.85	0.28	2.44	724.97	2.86
33846	reumatòleg	0.98	1.98	423	10	0	3.20	0.05	1.73	118.85	2.08
33847	reumatologia	0.99	2.07	424	12	0	3.35	0.01	0.86	23.77	1.39
33848	reunificar	0.99	2.06	403	10	1	2.30	0.18	2.25	558.59	2.75
33849	reunió	0.99	2.33	394	6	6	1.70	67.23	4.83	114640.90	5.06
33850	reunir	0.99	2.07	417	6	6	1.60	20.79	4.32	55204.95	4.74
33851	reusenc	0.86	1.08	433	7	0	2.30	0.19	2.27	558.59	2.75
33852	reva	0.22	-0.76	410	4	14	1.10	0.01	0.86	23.77	1.39
33853	revacunar	0.89	1.19	430	9	0	2.80	0.03	1.51	71.31	1.86
33854	revalenta	0.56	0.15	439	9	0	2.75	0.01	0.86	11.89	1.11
33855	revàlida	0.98	2.02	416	8	1	2.30	0.45	2.66	1236.02	3.09
33856	revalidació	0.97	1.88	437	11	0	2.75	0.03	1.46	95.08	1.98
33857	revalidar	0.99	2.14	435	9	1	1.85	1.36	3.13	4017.07	3.60
33858	revaloració	0.96	1.70	400	11	0	2.80	0.05	1.73	166.39	2.22
33859	revalorar	0.97	1.76	405	9	1	2.10	0.11	2.05	309.01	2.49
33860	revaluació	0.72	0.58	408	10	1	2.45	0.01	0.86	23.77	1.39
33861	revaluar	0.81	0.86	423	8	2	1.75	0.01	1.03	35.65	1.56
33862	revegetació	0.68	0.45	419	11	0	3.65	0.00	0.56	11.89	1.11
33863	reveixí	0.36	-0.35	402	7	0	2.35	0.01	1.16	47.54	1.69
33864	revelació	0.98	1.94	415	9	0	2.65	4.95	3.70	14024.08	4.15
33865	revelador	0.98	1.92	395	9	1	1.90	0.82	2.92	2602.77	3.42
33866	revelar	0.97	1.81	458	7	6	1.50	7.88	3.90	21986.90	4.34
33867	revelatge	0.76	0.71	426	9	0	2.75	0.15	2.19	320.89	2.51
33868	revell	0.61	0.28	416	6	7	1.45	0.01	0.86	23.77	1.39
33869	revellí	0.50	-0.01	432	7	2	1.85	0.00	0.56	11.89	1.11
33870	revellit	0.81	0.88	399	8	0	2.00	0.01	1.03	35.65	1.56
33871	revencillada	0.29	-0.54	412	12	0	3.85	0.00	0.56	11.89	1.11
33872	revenda	0.96	1.73	428	7	3	1.85	0.50	2.70	1212.25	3.08
33873	revendre	0.99	2.21	459	8	2	1.90	0.53	2.73	1616.33	3.21
33874	revenedor	0.89	1.23	395	9	0	2.55	0.04	1.63	118.85	2.08
33875	reveniment	0.76	0.71	411	10	0	2.45	0.01	1.03	11.89	1.11
33876	revenir	0.86	1.06	409	7	3	1.80	0.08	1.88	225.81	2.36
33877	revenja	0.99	2.08	427	7	4	1.70	4.97	3.70	12277.01	4.09
33878	reverber	0.55	0.12	414	8	1	2.30	0.00	0.56	11.89	1.11
33879	reverberació	0.90	1.25	410	12	0	3.40	0.37	2.57	986.44	3.00
33880	reverberant	0.89	1.20	412	11	0	2.85	0.05	1.73	142.62	2.16
33881	reverberar	0.85	1.04	413	10	0	2.50	0.02	1.25	59.42	1.78
33882	reverdiment	0.72	0.56	404	11	0	2.85	0.01	0.86	23.77	1.39
33883	reverdir	0.72	0.59	421	8	3	1.75	0.07	1.83	166.39	2.22
33884	reverència	1.00	2.33	413	10	2	2.30	1.53	3.19	4183.45	3.62
33885	reverencial	0.98	1.91	431	11	3	1.75	0.15	2.17	463.51	2.67
33886	reverenciar	0.99	2.14	450	11	3	1.85	0.05	1.70	166.39	2.22
33887	reverend	0.89	1.18	401	8	1	2.20	2.74	3.44	3541.67	3.55
33888	reverent	0.97	1.87	426	8	4	1.75	0.03	1.46	95.08	1.98
33889	reverentment	0.89	1.22	419	12	0	3.20	0.01	1.03	35.65	1.56
33890	reverir	0.27	-0.61	422	7	2	1.80	0.00	0.56	11.89	1.11
33891	revers	0.99	2.08	426	6	8	1.45	0.56	2.75	1580.68	3.20
33892	reversible	1.00	2.44	406	10	0	3.05	0.59	2.77	1580.68	3.20
33893	reversió	0.94	1.54	402	8	0	2.00	0.13	2.11	297.12	2.47
33894	revertir	0.99	2.18	419	8	8	1.45	1.31	3.12	3850.68	3.59
33895	revés	0.97	1.88	432	5	10	1.45	25.73	4.41	65723.01	4.82
33896	revessar	0.77	0.72	392	8	0	2.25	0.00	0.56	11.89	1.11
33897	revestiment	0.99	2.32	392	11	0	2.60	1.08	3.03	2685.97	3.43
33898	revestir	0.98	2.02	409	8	5	1.65	0.27	2.44	855.71	2.93
33899	revetla	0.38	-0.31	421	7	1	1.85	0.01	0.86	23.77	1.39
33900	revetlla	1.00	2.33	404	8	0	2.35	3.63	3.56	4587.54	3.66
33901	reveure	0.97	1.76	407	7	1	1.85	14.40	4.16	36034.75	4.56
33902	revifada	0.97	1.88	429	8	3	1.85	0.40	2.60	1236.02	3.09
33903	revifador	0.94	1.52	420	9	1	2.25	0.10	1.99	71.31	1.86
33904	revifalla	0.95	1.57	411	9	0	2.80	0.21	2.31	641.78	2.81
33905	revifament	0.94	1.50	413	10	0	2.75	0.05	1.70	166.39	2.22
33906	revifar	0.98	1.89	405	7	3	1.70	1.69	3.23	5169.89	3.71
33907	revigoritzar	0.92	1.37	430	12	1	3.05	0.01	1.16	47.54	1.69
33908	revinclada	0.75	0.68	433	10	0	2.75	0.04	1.56	106.96	2.03
33909	revinclar	0.66	0.42	416	9	0	2.60	0.01	1.03	35.65	1.56
33910	revinguda	0.91	1.34	422	9	1	2.25	0.10	2.00	249.58	2.40
33911	revingut	0.92	1.38	438	8	3	1.75	0.06	1.76	178.27	2.25
33912	revirada	0.66	0.41	432	8	5	1.75	0.03	1.40	71.31	1.86
33913	revisador	0.86	1.07	416	9	1	2.25	0.00	0.56	11.89	1.11
33914	revisar	0.99	2.19	428	7	4	1.55	10.01	4.00	28190.78	4.45
33915	reviscolar	0.83	0.92	2241	10	1	2.15	0.09	1.95	261.47	2.42
33916	revisió	1.00	2.43	395	7	2	1.80	11.65	4.07	26824.02	4.43
33917	revisionisme	0.85	1.03	397	12	0	3.90	0.10	2.00	273.35	2.44
33918	revisionista	0.88	1.18	416	12	0	3.70	0.11	2.03	285.24	2.46
33919	revisor	0.98	1.99	430	7	1	1.75	0.77	2.89	1651.99	3.22
33920	revista	1.00	2.34	425	7	3	1.55	27.23	4.44	52946.84	4.72
33921	revistar	0.52	0.05	416	8	2	1.75	0.00	0.56	11.89	1.11
33922	revitalitzar	1.00	2.34	428	12	1	2.00	0.49	2.69	1545.03	3.19
33923	reviure	1.00	2.58	410	7	3	1.75	4.53	3.66	13263.45	4.12
33924	revivificant	0.77	0.74	463	12	0	3.40	0.00	0.56	11.89	1.11
33925	revocable	0.97	1.77	386	9	0	2.60	0.01	1.03	35.65	1.56
33926	revocació	0.97	1.76	406	9	0	2.40	0.20	2.30	522.93	2.72
33927	revocar	0.99	2.08	438	7	3	1.65	0.67	2.83	1984.76	3.30
33928	revocatori	0.85	1.01	430	10	0	2.90	0.09	1.97	225.81	2.36
33929	revolada	0.98	1.97	407	8	3	1.75	0.54	2.73	1497.49	3.18
33930	revolar	0.81	0.87	432	7	6	1.60	0.00	0.56	11.89	1.11
33931	revolt	0.99	2.10	391	6	4	1.50	6.09	3.79	11659.00	4.07
33932	revolta	1.00	2.58	429	7	8	1.35	9.45	3.98	18861.20	4.28
33933	revoltant	0.91	1.34	398	9	0	1.95	0.08	1.92	273.35	2.44
33934	revoltar	0.97	1.77	420	8	2	1.75	0.61	2.78	1854.03	3.27
33935	revoltim	0.65	0.39	449	8	3	1.80	0.02	1.25	35.65	1.56
33936	revoltó	0.66	0.42	414	7	4	1.70	0.03	1.51	35.65	1.56
33937	revoltós	0.85	1.02	414	8	2	1.80	0.02	1.25	59.42	1.78
33938	revolució	1.00	2.58	406	9	2	2.35	28.82	4.46	45958.57	4.66
33939	revolucionar	1.00	2.44	419	12	1	1.70	2.25	3.35	6655.50	3.82
33940	revòlver	0.96	1.75	399	8	0	2.90	4.55	3.66	6334.61	3.80
33941	revolví	0.21	-0.80	410	7	0	2.15	0.01	1.16	23.77	1.39
33942	revulsió	0.86	1.06	395	8	2	2.30	0.03	1.46	71.31	1.86
33943	revulsiu	0.94	1.52	422	8	2	2.50	1.01	3.00	2959.32	3.47
33944	rho	0.08	-1.36	396	3	3	1.70	0.07	1.83	154.50	2.19
33945	rhodesià	0.66	0.40	424	8	0	3.35	0.01	0.86	23.77	1.39
33946	ria	0.70	0.51	407	3	27	1.00	1.76	3.25	1972.88	3.30
33947	riada	0.85	1.02	396	5	6	1.35	0.08	1.88	213.93	2.33
33948	rial	0.64	0.36	445	4	10	1.00	0.22	2.34	487.28	2.69
33949	rialla	1.00	2.58	404	6	0	1.90	6.87	3.84	16329.73	4.21
33950	riallada	0.96	1.70	427	8	0	1.95	3.92	3.59	7689.47	3.89
33951	rialler	1.00	2.44	436	7	1	1.85	0.74	2.87	2151.15	3.33
33952	riallera	0.99	2.26	433	8	3	1.95	0.70	2.85	2103.61	3.32
33953	rialleta	0.99	2.12	414	8	1	1.95	5.86	3.77	12086.85	4.08
33954	riba	0.95	1.64	434	4	13	1.25	59.90	4.78	41026.37	4.61
33955	ribagorçà	0.98	2.02	419	9	1	3.75	0.02	1.33	59.42	1.78
33956	ribatge	0.57	0.18	403	7	0	2.05	0.00	0.56	11.89	1.11
33957	ribell	0.71	0.54	415	6	0	1.95	0.08	1.88	202.04	2.31
33958	ribella	0.58	0.21	392	7	0	1.95	0.02	1.25	23.77	1.39
33959	riber	0.39	-0.28	420	5	6	1.45	0.05	1.70	106.96	2.03
33960	ribera	0.98	1.93	407	6	5	1.55	5.73	3.76	12086.85	4.08
33961	riberal	0.63	0.34	409	7	1	1.85	0.03	1.46	95.08	1.98
33962	riberenc	0.99	2.09	441	8	0	2.40	0.12	2.06	356.54	2.55
33963	riboflavina	0.62	0.30	408	11	0	4.80	0.03	1.46	95.08	1.98
33964	ribonucleic	0.83	0.94	404	11	0	5.05	0.02	1.33	59.42	1.78
33965	ribosa	0.42	-0.20	430	6	2	1.90	0.00	0.56	11.89	1.11
33966	ribosoma	0.72	0.57	420	8	0	3.05	0.00	0.56	11.89	1.11
33967	ribot	0.94	1.51	423	5	3	1.75	0.83	2.92	1604.45	3.21
33968	ribotar	0.60	0.24	434	7	2	1.85	0.01	0.86	23.77	1.39
33969	ribotejar	0.82	0.91	407	9	2	2.30	0.01	0.86	11.89	1.11
33970	ric	1.00	2.58	431	3	22	1.00	32.48	4.51	74220.65	4.87
33971	ricament	0.84	0.98	416	8	1	1.95	0.19	2.28	558.59	2.75
